SV 000053,PYM 002,8/30/2019,98718.2
SV 000054,PYM 002,3/16/2019,25489.05
SV 000055,PYM 002,9/21/2019,47140.54
SV 000056,PYM 001,12/10/2019,86178.71
SV 000057,PYM 002,11/19/2019,92246.79
SV 000058,PYM 001,3/28/2019,29281.22
SV 000059,PYM 001,2/26/2019,65471.18
SV 000060,PYM 002,5/23/2019,42228.19
SV 000061,PYM 001,5/26/2019,73562.88
SV 000062,PYM 001,2/5/2019,10209.27
SV 000063,PYM 001,1/30/2019,63878.2
SV 000064,PYM 001,11/5/2019,69587.08
SV 000065,PYM 001,1/21/2020,96862.34
SV 000066,PYM 002,6/27/2019,55010.79
SV 000067,PYM 001,4/17/2019,31297.75
SV 000068,PYM 001,6/1/2019,55305.11
SV 000069,PYM 002,4/9/2019,54088.78
SV 000070,PYM 002,1/28/2019,84123.66
SV 000071,PYM 002,11/10/2019,5553.41
SV 000072,PYM 001,11/29/2019,10067.45
SV 000073,PYM 001,6/13/2019,70756.0
SV 000074,PYM 001,3/5/2019,6925.86
SV 000075,PYM 002,3/1/2019,21245.66
SV 000076,PYM 002,5/4/2019,73199.73
SV 000077,PYM 001,7/27/2019,66189.02
SV 000078,PYM 001,3/2/2020,77790.1
SV 000079,PYM 002,1/25/2019,22323.69
SV 000080,PYM 001,8/8/2019,78692.87
SV 000081,PYM 001,12/29/2019,67738.36
SV 000082,PYM 001,6/2/2019,16901.66
SV 000083,PYM 002,1/30/2019,64724.66
SV 000084,PYM 001,6/12/2019,67009.0
SV 000085,PYM 002,8/1/2019,17447.16
SV 000086,PYM 002,10/25/2019,35277.08
SV 000087,PYM 002,4/8/2019,38098.83
SV 000088,PYM 002,2/18/2019,19753.02
SV 000089,PYM 001,3/14/2019,88439.34
SV 000090,PYM 001,1/11/2020,84688.41
SV 000091,PYM 001,4/28/2019,57950.45
SV 000092,PYM 002,4/27/2019,44267.35
SV 000093,PYM 002,9/13/2019,25272.63
SV 000094,PYM 002,11/13/2019,5849.83
SV 000095,PYM 001,3/6/2020,65784.96
SV 000096,PYM 002,6/11/2019,29219.65
SV 000097,PYM 002,8/31/2019,64278.02
SV 000098,PYM 001,8/14/2019,96642.9
SV 000099,PYM 002,9/19/2019,17535.67
SV 000100,PYM 001,12/8/2019,88878.11
SV 000101,PYM 001,2/20/2020,41596.41
SV 000102,PYM 001,2/9/2020,86096.76
SV 000103,PYM 001,6/18/2019,61493.97
SV 000104,PYM 001,6/5/2019,42991.09
SV 000105,PYM 002,2/16/2020,37739.85
SV 000106,PYM 002,12/22/2019,68157.9
SV 000107,PYM 002,11/8/2019,42171.3
SV 000108,PYM 002,11/15/2019,68057.26
SV 000109,PYM 001,5/11/2019,28760.37
SV 000110,PYM 002,6/23/2019,63826.14
SV 000111,PYM 001,6/20/2019,27726.94
SV 000112,PYM 002,11/21/2019,92187.58
SV 000113,PYM 001,8/21/2019,23485.46
SV 000114,PYM 001,9/10/2019,56797.02
SV 000115,PYM 001,11/10/2019,86631.27
SV 000116,PYM 002,9/4/2019,6317.35
SV 000117,PYM 002,10/3/2019,33681.01
SV 000118,PYM 001,1/14/2020,29846.27
SV 000119,PYM 002,4/7/2019,83919.99
SV 000120,PYM 001,12/29/2019,32911.05
SV 000121,PYM 002,8/5/2019,41936.18
SV 000122,PYM 002,7/1/2019,77797.66
SV 000123,PYM 002,12/28/2019,72806.57
SV 000124,PYM 001,9/19/2019,8966.68
SV 000125,PYM 002,10/2/2019,74131.72
SV 000126,PYM 002,1/5/2020,77469.26
SV 000127,PYM 001,1/29/2019,21418.91
SV 000128,PYM 002,11/10/2019,67037.58
SV 000129,PYM 002,2/20/2019,78015.04
SV 000130,PYM 001,1/11/2020,67755.68
SV 000131,PYM 001,1/30/2019,59843.32
SV 000132,PYM 001,7/15/2019,24045.18
SV 000133,PYM 001,5/10/2019,14153.18
SV 000134,PYM 001,2/2/2020,47034.74
SV 000135,PYM 001,9/22/2019,30285.2
SV 000136,PYM 002,6/20/2019,6979.91
SV 000137,PYM 001,3/15/2020,60847.04
SV 000138,PYM 002,6/16/2019,7873.51
SV 000139,PYM 002,8/1/2019,28576.79
SV 000140,PYM 001,4/17/2019,52558.91
SV 000141,PYM 002,2/23/2020,41555.0
SV 000142,PYM 001,5/2/2019,99269.99
SV 000143,PYM 001,3/26/2019,13398.61
SV 000144,PYM 001,12/16/2019,91561.64
SV 000145,PYM 001,10/7/2019,56107.15
SV 000146,PYM 002,3/11/2020,77261.49
SV 000147,PYM 001,8/4/2019,33257.31
SV 000148,PYM 001,10/27/2019,72744.31
SV 000149,PYM 001,2/28/2019,12424.43
SV 000150,PYM 001,6/3/2019,23798.17
SV 000151,PYM 002,8/19/2019,49846.83
SV 000152,PYM 002,4/13/2019,64388.02
SV 000153,PYM 001,2/9/2020,28008.17
SV 000154,PYM 002,10/10/2019,29362.15
SV 000155,PYM 002,7/3/2019,55668.04
SV 000156,PYM 001,3/25/2019,46137.31
SV 000157,PYM 001,7/9/2019,26073.83
SV 000158,PYM 001,8/27/2019,66508.97
SV 000159,PYM 002,5/7/2019,6845.42
SV 000160,PYM 001,4/1/2019,51911.91
SV 000161,PYM 001,9/10/2019,75130.51
SV 000162,PYM 001,2/17/2020,25484.46
SV 000163,PYM 002,1/28/2019,76576.19
SV 000164,PYM 001,3/1/2019,33913.16
SV 000165,PYM 001,1/19/2020,98969.48
SV 000166,PYM 001,9/30/2019,26348.81
SV 000167,PYM 002,4/24/2019,59606.6
SV 000168,PYM 001,6/28/2019,97955.0
SV 000169,PYM 001,10/16/2019,9973.15
SV 000170,PYM 002,7/21/2019,98724.25
SV 000171,PYM 001,11/27/2019,38148.59
SV 000172,PYM 001,1/30/2020,64930.29
SV 000173,PYM 002,2/10/2020,31879.11
SV 000174,PYM 001,6/21/2019,95180.3
SV 000175,PYM 002,10/13/2019,74796.87
SV 000176,PYM 002,5/20/2019,35514.53
SV 000177,PYM 002,2/17/2019,55657.63
SV 000178,PYM 002,7/22/2019,20531.78
SV 000179,PYM 002,2/16/2019,50473.29
SV 000180,PYM 001,3/26/2019,18246.44
SV 000181,PYM 002,9/7/2019,55014.24
SV 000182,PYM 002,1/27/2020,50431.06
SV 000183,PYM 002,1/13/2020,12769.19
SV 000184,PYM 001,6/28/2019,54336.04
SV 000185,PYM 001,5/19/2019,89296.27
SV 000186,PYM 002,1/27/2019,99150.06
SV 000187,PYM 002,11/15/2019,96833.82
SV 000188,PYM 002,2/8/2020,62164.45
SV 000189,PYM 001,9/7/2019,69402.0
SV 000190,PYM 002,1/16/2020,68545.64
SV 000191,PYM 001,11/13/2019,96997.58
SV 000192,PYM 002,10/3/2019,19122.13
SV 000193,PYM 002,12/18/2019,25017.9
SV 000194,PYM 001,2/16/2019,26431.3
SV 000195,PYM 002,5/24/2019,32526.03
SV 000196,PYM 002,12/19/2019,59281.99
SV 000197,PYM 002,2/23/2020,57954.48
SV 000198,PYM 001,11/17/2019,40273.77
SV 000199,PYM 002,6/27/2019,40520.18
SV 000200,PYM 001,8/28/2019,40080.49
SV 000201,PYM 002,9/25/2019,98205.14
SV 000202,PYM 002,8/1/2019,46332.82
SV 000203,PYM 002,1/21/2020,81447.19
SV 000204,PYM 002,2/27/2020,74275.72
SV 000205,PYM 001,7/20/2019,79906.95
SV 000206,PYM 001,5/18/2019,89929.31
SV 000207,PYM 002,1/23/2020,61505.16
SV 000208,PYM 001,11/8/2019,8062.83
SV 000209,PYM 002,2/17/2020,67782.24
SV 000210,PYM 002,9/2/2019,82399.98
SV 000211,PYM 002,3/6/2020,60421.05
SV 000212,PYM 001,2/1/2019,19249.2
SV 000213,PYM 002,12/18/2019,59741.72
SV 000214,PYM 001,6/25/2019,21276.34
SV 000215,PYM 001,10/29/2019,42873.03
SV 000216,PYM 001,10/6/2019,27906.79
SV 000217,PYM 001,2/26/2020,71493.31
SV 000218,PYM 001,3/20/2019,10720.79
SV 000219,PYM 002,12/16/2019,82704.63
SV 000220,PYM 001,6/2/2019,23512.02
SV 000221,PYM 002,3/7/2020,69126.5
SV 000222,PYM 002,1/21/2019,56018.84
SV 000223,PYM 002,4/30/2019,86910.57
SV 000224,PYM 001,9/19/2019,82006.17
SV 000225,PYM 002,5/9/2019,6465.16
SV 000226,PYM 001,12/27/2019,42041.54
SV 000227,PYM 002,11/22/2019,62690.15
SV 000228,PYM 002,3/8/2020,39463.26
SV 000229,PYM 002,8/18/2019,76920.8
SV 000230,PYM 002,2/18/2019,13789.0
SV 000231,PYM 002,4/21/2019,61976.03
SV 000232,PYM 001,2/20/2020,66427.11
SV 000233,PYM 001,1/20/2019,32580.54
SV 000234,PYM 002,5/25/2019,83589.29
SV 000235,PYM 002,7/2/2019,25696.69
SV 000236,PYM 002,2/24/2020,58143.7
SV 000237,PYM 002,7/26/2019,37694.77
SV 000238,PYM 001,5/13/2019,74348.71
SV 000239,PYM 002,7/3/2019,32272.93
SV 000240,PYM 002,8/26/2019,58503.18
SV 000241,PYM 001,11/3/2019,31169.15
SV 000242,PYM 001,12/14/2019,48487.0
SV 000243,PYM 001,6/20/2019,65597.0
SV 000244,PYM 002,6/26/2019,13551.83
SV 000245,PYM 002,2/2/2020,84781.15
SV 000246,PYM 002,2/29/2020,84920.88
SV 000247,PYM 001,2/15/2020,61725.58
SV 000248,PYM 002,4/19/2019,19628.03
SV 000249,PYM 001,7/18/2019,17906.11
SV 000250,PYM 001,4/16/2019,81822.56
SV 000251,PYM 002,4/8/2019,65990.12
SV 000252,PYM 001,1/29/2020,63588.14
SV 000253,PYM 002,1/20/2019,48863.11
SV 000254,PYM 001,1/17/2020,47491.58
SV 000255,PYM 002,11/30/2019,9465.53
SV 000256,PYM 001,2/6/2019,34839.1
SV 000257,PYM 001,12/11/2019,90007.09
SV 000258,PYM 001,6/5/2019,52497.45
SV 000259,PYM 001,1/19/2020,22726.06
SV 000260,PYM 001,7/25/2019,50655.49
SV 000261,PYM 002,2/12/2020,86065.36
SV 000262,PYM 001,8/11/2019,65741.09
SV 000263,PYM 001,11/13/2019,67220.66
SV 000264,PYM 001,11/6/2019,38932.12
SV 000265,PYM 002,6/14/2019,34214.8
SV 000266,PYM 002,4/6/2019,64656.25
SV 000267,PYM 002,10/31/2019,7937.67
SV 000268,PYM 002,2/12/2020,39186.71
SV 000269,PYM 002,9/29/2019,85622.29
SV 000270,PYM 001,7/22/2019,48880.41
SV 000271,PYM 002,2/25/2019,53480.95
SV 000272,PYM 002,8/15/2019,91667.06
SV 000273,PYM 001,6/14/2019,16445.25
SV 000274,PYM 001,3/5/2019,11203.21
SV 000275,PYM 002,8/24/2019,41455.79
SV 000276,PYM 002,3/7/2020,26899.84
SV 000277,PYM 001,2/24/2019,11315.6
SV 000278,PYM 001,6/16/2019,98530.05
SV 000279,PYM 001,4/24/2019,79569.82
SV 000280,PYM 001,11/26/2019,56679.62
SV 000281,PYM 002,11/16/2019,13799.08
SV 000282,PYM 001,2/27/2019,16467.81
SV 000283,PYM 001,3/6/2020,86349.69
SV 000284,PYM 001,2/18/2020,37814.89
SV 000285,PYM 002,8/14/2019,67437.44
SV 000286,PYM 002,7/20/2019,25069.82
SV 000287,PYM 001,10/10/2019,68871.15
SV 000288,PYM 001,9/25/2019,54032.58
SV 000289,PYM 001,10/11/2019,75784.11
SV 000290,PYM 002,8/17/2019,40799.42
SV 000291,PYM 001,9/9/2019,76868.24
SV 000292,PYM 001,4/12/2019,52046.52
SV 000293,PYM 002,5/16/2019,53487.35
SV 000294,PYM 001,2/7/2019,21959.34
SV 000295,PYM 002,2/24/2019,46515.87
SV 000001,PYM 002,2/15/2019,95612.67
SV 000002,PYM 002,3/14/2020,79167.36
SV 000003,PYM 002,12/4/2019,87958.45
SV 000004,PYM 001,4/17/2019,26647.04
SV 000005,PYM 002,11/21/2019,25057.46
SV 000006,PYM 002,7/24/2019,10088.3
SV 000007,PYM 001,12/1/2019,14450.57
SV 000008,PYM 002,12/24/2019,68390.92
SV 000009,PYM 001,5/24/2019,89474.39
SV 000010,PYM 002,3/24/2019,34947.12
SV 000011,PYM 002,6/5/2019,25656.49
SV 000012,PYM 001,3/1/2020,87178.42
SV 000013,PYM 001,8/9/2019,63564.47
SV 000014,PYM 001,1/21/2019,14145.92
SV 000015,PYM 002,7/30/2019,93621.83
SV 000016,PYM 001,12/27/2019,55504.71
SV 000017,PYM 001,6/9/2019,92978.45
SV 000018,PYM 001,3/13/2020,93916.56
SV 000019,PYM 001,1/17/2019,56301.29
SV 000020,PYM 002,5/18/2019,86702.57
SV 000021,PYM 001,9/23/2019,66563.62
SV 000022,PYM 001,7/25/2019,36963.3
SV 000023,PYM 002,4/19/2019,67805.92
SV 000024,PYM 002,9/13/2019,22314.02
SV 000025,PYM 001,1/26/2020,5060.08
SV 000026,PYM 001,11/26/2019,75337.87
SV 000027,PYM 002,3/7/2019,56262.47
SV 000028,PYM 002,7/10/2019,56246.23
SV 000029,PYM 002,11/30/2019,75636.34
SV 000030,PYM 002,6/30/2019,32682.46
SV 000031,PYM 002,7/2/2019,58685.57
SV 000032,PYM 002,4/22/2019,30378.94
SV 000033,PYM 002,2/13/2019,17666.38
SV 000034,PYM 001,3/4/2020,45651.0
SV 000035,PYM 001,8/20/2019,85427.46
SV 000036,PYM 002,11/10/2019,61171.86
SV 000037,PYM 001,3/9/2020,87650.49
SV 000038,PYM 001,12/1/2019,94990.17
SV 000039,PYM 002,11/11/2019,47878.27
SV 000040,PYM 001,12/27/2019,10692.93
SV 000041,PYM 001,7/11/2019,20905.89
SV 000042,PYM 002,12/30/2019,34250.98
SV 000043,PYM 002,2/27/2019,48581.63
SV 000044,PYM 002,9/21/2019,70172.88
SV 000045,PYM 001,9/19/2019,61828.92
SV 000046,PYM 002,5/24/2019,91278.59
SV 000047,PYM 002,11/8/2019,24968.74
SV 000048,PYM 001,11/25/2019,11249.89
SV 000049,PYM 001,10/27/2019,24289.88
SV 000050,PYM 001,11/30/2019,29659.09
SV 000051,PYM 002,10/28/2019,21790.08
SV 000052,PYM 001,3/15/2020,68048.29
SV 000053,PYM 002,7/4/2019,50978.75
SV 000054,PYM 001,10/26/2019,20144.8
SV 000055,PYM 001,2/23/2020,55045.57
SV 000056,PYM 002,3/29/2019,43750.72
SV 000057,PYM 001,3/21/2019,28175.3
SV 000058,PYM 001,8/7/2019,99160.31
SV 000059,PYM 002,11/9/2019,8572.13
SV 000060,PYM 002,6/3/2019,23740.93
SV 000061,PYM 002,3/27/2019,63129.71
SV 000062,PYM 001,5/27/2019,13318.78
SV 000063,PYM 002,4/15/2019,52495.95
SV 000064,PYM 001,2/15/2019,42191.49
SV 000065,PYM 001,1/17/2019,50895.46
SV 000066,PYM 002,3/6/2020,63778.88
SV 000067,PYM 002,4/4/2019,16137.26
SV 000068,PYM 001,1/5/2020,58579.3
SV 000069,PYM 001,10/1/2019,62790.2
SV 000070,PYM 001,5/8/2019,47215.66
SV 000071,PYM 001,1/7/2020,77694.79
SV 000072,PYM 002,5/12/2019,7332.36
SV 000073,PYM 001,9/10/2019,78996.27
SV 000074,PYM 002,1/8/2020,78570.5
SV 000075,PYM 001,3/19/2019,24640.91
SV 000076,PYM 001,10/7/2019,90737.88
SV 000077,PYM 001,3/4/2019,23409.08
SV 000078,PYM 001,2/22/2020,99035.42
SV 000079,PYM 001,10/1/2019,31584.98
SV 000080,PYM 001,5/8/2019,82508.25
SV 000081,PYM 002,12/13/2019,21369.17
SV 000082,PYM 002,7/9/2019,30339.0
SV 000083,PYM 002,10/13/2019,49490.84
SV 000084,PYM 001,4/25/2019,83881.48
SV 000085,PYM 001,8/7/2019,58547.76
SV 000086,PYM 002,2/28/2019,41532.55
SV 000087,PYM 002,12/3/2019,67055.01
SV 000088,PYM 001,2/15/2020,78270.31
SV 000089,PYM 001,4/2/2019,59304.52
SV 000090,PYM 002,5/4/2019,78628.65
SV 000091,PYM 001,8/1/2019,99819.39
SV 000092,PYM 002,2/1/2020,23660.12
SV 000093,PYM 002,7/26/2019,13558.38
SV 000094,PYM 001,9/13/2019,53561.15
SV 000095,PYM 001,6/15/2019,78424.52
SV 000096,PYM 002,7/13/2019,26593.0
SV 000097,PYM 001,1/23/2020,96738.92
SV 000098,PYM 001,2/15/2019,82947.01
SV 000099,PYM 001,11/26/2019,6206.12
SV 000100,PYM 001,2/11/2020,8191.25
SV 000101,PYM 001,10/25/2019,83534.64
SV 000102,PYM 002,9/8/2019,61544.46
SV 000103,PYM 001,10/21/2019,7630.16
SV 000104,PYM 002,11/16/2019,15654.56
SV 000105,PYM 002,9/25/2019,34663.06
SV 000106,PYM 002,10/12/2019,76324.14
SV 000107,PYM 002,9/3/2019,27867.93
SV 000108,PYM 002,10/8/2019,13091.38
SV 000109,PYM 002,6/10/2019,82532.46
SV 000110,PYM 002,1/6/2020,36468.94
SV 000111,PYM 001,11/7/2019,82057.82
SV 000112,PYM 001,3/10/2019,40707.99
SV 000113,PYM 001,3/17/2019,76070.56
SV 000114,PYM 002,2/4/2019,81186.0
SV 000115,PYM 001,8/24/2019,89837.78
SV 000116,PYM 002,2/25/2020,51002.95
SV 000117,PYM 002,3/5/2019,21942.75
SV 000118,PYM 001,11/22/2019,74662.42
SV 000119,PYM 002,3/14/2020,76094.45
SV 000120,PYM 002,10/9/2019,47638.07
SV 000121,PYM 001,9/28/2019,50963.88
SV 000122,PYM 001,5/2/2019,98765.83
SV 000123,PYM 002,11/1/2019,27859.08
SV 000124,PYM 002,2/13/2020,97002.38
SV 000125,PYM 001,2/26/2020,79120.11
SV 000126,PYM 002,1/6/2020,38611.02
SV 000127,PYM 002,1/9/2020,42463.3
SV 000128,PYM 002,9/11/2019,32639.74
SV 000129,PYM 002,12/29/2019,94838.36
SV 000130,PYM 001,10/6/2019,99367.24
SV 000131,PYM 002,11/8/2019,81363.26
SV 000132,PYM 001,10/1/2019,73791.47
SV 000133,PYM 001,3/6/2019,79704.84
SV 000134,PYM 002,12/11/2019,74439.68
SV 000135,PYM 001,5/10/2019,63909.65
SV 000136,PYM 002,8/28/2019,45688.05
SV 000137,PYM 001,4/15/2019,60048.95
SV 000138,PYM 001,6/6/2019,7464.46
SV 000139,PYM 002,6/27/2019,21916.91
SV 000140,PYM 001,1/25/2020,39463.42
SV 000141,PYM 001,12/22/2019,7196.13
SV 000142,PYM 002,8/15/2019,90620.44
SV 000143,PYM 002,2/28/2020,24865.43
SV 000144,PYM 001,3/15/2020,42046.56
SV 000145,PYM 002,7/16/2019,41932.31
SV 000146,PYM 002,3/29/2019,54851.54
SV 000147,PYM 002,1/21/2019,24275.9
SV 000148,PYM 001,3/30/2019,17350.49
SV 000149,PYM 001,2/3/2019,92223.68
SV 000150,PYM 002,3/16/2019,71687.91
SV 000151,PYM 002,9/1/2019,28491.97
SV 000152,PYM 001,3/2/2019,41283.23
SV 000153,PYM 002,7/30/2019,90748.25
SV 000154,PYM 001,12/31/2019,49573.77
SV 000155,PYM 001,11/4/2019,90891.13
SV 000156,PYM 002,10/7/2019,7897.16
SV 000157,PYM 001,1/27/2019,68249.65
SV 000158,PYM 002,2/4/2020,7280.96
SV 000159,PYM 002,4/25/2019,70542.81
SV 000160,PYM 001,3/2/2020,30778.29
SV 000161,PYM 001,3/5/2020,61538.81
SV 000162,PYM 001,1/24/2020,60841.43
SV 000163,PYM 002,9/15/2019,67763.99
SV 000164,PYM 001,12/1/2019,49023.86
SV 000165,PYM 002,12/17/2019,61900.53
SV 000166,PYM 001,2/13/2020,99276.8
SV 000167,PYM 001,6/23/2019,83066.54
SV 000168,PYM 002,9/17/2019,89986.81
SV 000169,PYM 001,10/19/2019,60741.31
SV 000170,PYM 002,11/6/2019,7340.96
SV 000171,PYM 001,10/24/2019,90251.37
SV 000172,PYM 002,9/20/2019,5072.58
SV 000173,PYM 002,3/31/2019,16974.62
SV 000174,PYM 002,1/11/2020,70668.95
SV 000175,PYM 001,12/8/2019,30302.51
SV 000176,PYM 002,10/4/2019,31238.59
SV 000177,PYM 002,12/9/2019,66715.71
SV 000178,PYM 001,12/4/2019,23229.47
SV 000179,PYM 001,3/6/2019,89548.61
SV 000180,PYM 001,11/9/2019,25210.95
SV 000181,PYM 001,3/26/2019,36834.78
SV 000182,PYM 001,3/10/2020,71154.58
SV 000183,PYM 002,2/5/2019,26092.48
SV 000184,PYM 001,7/28/2019,9199.81
SV 000185,PYM 002,4/15/2019,81316.5
SV 000186,PYM 001,7/19/2019,11645.91
SV 000187,PYM 002,5/20/2019,27846.66
SV 000188,PYM 001,12/10/2019,25831.82
SV 000189,PYM 001,11/20/2019,17390.03
SV 000190,PYM 001,5/8/2019,19982.38
SV 000191,PYM 002,3/5/2020,15872.95
SV 000192,PYM 002,8/26/2019,66221.28
SV 000193,PYM 002,10/5/2019,57606.89
SV 000194,PYM 001,7/24/2019,19559.6
SV 000195,PYM 002,8/5/2019,17061.45
SV 000196,PYM 002,8/22/2019,90280.99
SV 000197,PYM 001,12/8/2019,36615.24
SV 000198,PYM 001,12/8/2019,17631.03
SV 000199,PYM 001,11/15/2019,98575.61
SV 000200,PYM 002,9/12/2019,12050.79
SV 000201,PYM 001,2/18/2020,61317.98
SV 000202,PYM 001,8/5/2019,89243.18
SV 000203,PYM 002,2/6/2020,24823.53
SV 000204,PYM 001,3/29/2019,76967.81
SV 000205,PYM 002,2/13/2020,23362.8
SV 000206,PYM 001,3/10/2020,59452.6
SV 000207,PYM 001,1/14/2020,70283.37
SV 000208,PYM 001,6/12/2019,28232.83
SV 000209,PYM 002,7/4/2019,77901.0
SV 000210,PYM 002,4/12/2019,93832.94
SV 000211,PYM 002,7/15/2019,22723.45
SV 000212,PYM 002,4/29/2019,90178.59
SV 000213,PYM 001,2/13/2019,27785.86
SV 000214,PYM 001,9/11/2019,83124.08
SV 000215,PYM 001,12/24/2019,42675.21
SV 000216,PYM 001,3/26/2019,61121.03
SV 000217,PYM 001,7/15/2019,37813.9
SV 000218,PYM 001,11/16/2019,65239.35
SV 000219,PYM 002,1/13/2020,59780.96
SV 000220,PYM 001,3/8/2020,30645.23
SV 000221,PYM 001,2/10/2019,80564.09
SV 000222,PYM 001,1/21/2020,30236.44
SV 000223,PYM 001,9/5/2019,25034.93
SV 000224,PYM 002,8/6/2019,26960.37
SV 000225,PYM 002,6/5/2019,24832.38
SV 000226,PYM 002,8/6/2019,20455.18
SV 000227,PYM 001,10/14/2019,39132.28
SV 000228,PYM 002,2/29/2020,90701.27
SV 000229,PYM 001,8/16/2019,98791.16
SV 000230,PYM 002,12/6/2019,53173.41
SV 000231,PYM 001,12/13/2019,87408.95
SV 000232,PYM 001,6/21/2019,17165.55
SV 000233,PYM 002,7/3/2019,92502.62
SV 000234,PYM 002,1/28/2019,81332.87
SV 000235,PYM 002,10/15/2019,98159.78
SV 000236,PYM 001,5/28/2019,7841.9
SV 000237,PYM 002,1/16/2020,19573.37
SV 000238,PYM 001,3/2/2020,22710.09
SV 000239,PYM 001,8/12/2019,41686.8
SV 000240,PYM 001,12/23/2019,84383.43
SV 000241,PYM 001,12/28/2019,48784.92
SV 000242,PYM 001,2/4/2020,96113.36
SV 000243,PYM 002,10/26/2019,33399.08
SV 000244,PYM 002,6/7/2019,77143.86
SV 000245,PYM 002,8/23/2019,99742.52
SV 000246,PYM 001,2/23/2020,78972.61
SV 000247,PYM 001,2/10/2020,40234.84
SV 000248,PYM 001,5/28/2019,49956.29
SV 000249,PYM 001,1/30/2020,26169.14
SV 000250,PYM 001,2/19/2019,93324.93
SV 000251,PYM 002,12/23/2019,7527.16
SV 000252,PYM 002,8/17/2019,81198.27
SV 000253,PYM 002,5/20/2019,78606.7
SV 000254,PYM 002,4/20/2019,61793.26
SV 000255,PYM 001,1/31/2019,67705.9
SV 000256,PYM 002,4/9/2019,71329.74
SV 000257,PYM 001,4/22/2019,18569.07
SV 000258,PYM 002,2/1/2019,65118.0
SV 000259,PYM 002,10/17/2019,44478.48
SV 000260,PYM 002,12/30/2019,36960.35
SV 000261,PYM 002,2/11/2020,5020.58
SV 000262,PYM 001,7/2/2019,38073.94
SV 000263,PYM 001,12/26/2019,9508.8
SV 000264,PYM 001,3/18/2019,93443.31
SV 000265,PYM 002,9/7/2019,49724.66
SV 000266,PYM 002,6/24/2019,78665.14
SV 000267,PYM 001,7/5/2019,19298.17
SV 000268,PYM 002,12/19/2019,62431.6
SV 000269,PYM 001,2/3/2019,19690.94
SV 000270,PYM 001,8/18/2019,16025.6
SV 000271,PYM 002,3/12/2019,21405.92
SV 000272,PYM 002,7/15/2019,26221.59
SV 000273,PYM 002,6/6/2019,48901.99
SV 000274,PYM 002,2/5/2020,94539.72
SV 000275,PYM 002,11/5/2019,42074.75
SV 000276,PYM 002,9/7/2019,38635.29
SV 000277,PYM 002,6/23/2019,59118.15
SV 000278,PYM 002,1/24/2020,63683.37
SV 000279,PYM 002,5/23/2019,81958.47
SV 000280,PYM 001,11/1/2019,9630.16
SV 000281,PYM 001,1/18/2020,98161.72
SV 000282,PYM 002,9/11/2019,46116.52
SV 000283,PYM 002,12/29/2019,54746.77
SV 000284,PYM 002,4/9/2019,94936.96
SV 000285,PYM 001,6/28/2019,46536.84
SV 000286,PYM 001,5/1/2019,84539.9
SV 000287,PYM 001,6/6/2019,5833.24
SV 000288,PYM 002,11/1/2019,38363.38
